ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA CIVIL,F,313,2,11/14/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,12,18,14,16,16,17,11,0,20,6,12,3.3,3.36,3.09,3.54,3.48,3.42,3.76,3.59,3.75,3.84,3.84,
-,INGENIERIA INDUSTRIAL,F,245,2,3/21/2001,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,17,21,0,0,0,0,0,0,0,0,0,2.96,2.76,2.67,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,406,2,11/9/1991,ACTIVO,1,1,0,0,0,0,0,0,0,0,1,1,4,15,5,0,0,0,,,,,,13,18,3.49,3,-,-,-,,,,,,,
-,INGENIERIA CIVIL,F,306,1,9/4/2000,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,16,15,15,15,15,0,12,16,0,3.85,3.49,3.41,3.78,3.46,3.47,3.9,3.83,3.55,3.58,3.58,-
-,INGENIERIA CIVIL,M,296,4,5/19/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,16,17,18,17,17,0,12,0,0,3.95,3.89,3.46,3.26,3.46,3.73,3.94,4.27,4.4,0,-,-
-,INGENIERIA CIVIL,M,287,1,5/17/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,16,16,16,19,19,19,12,0,0,3.84,3.55,3.36,3.59,3.66,3.89,4.17,4.3,4.13,0,-,-
-,INGENIERIA INDUSTRIAL,F,353,1,2/17/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,17,18,17,16,17,15,16,0,19,21,12,2.59,3.51,2.9,3.07,3.14,3.29,3.48,3.41,3.45,3.64,3.64,0
-,INGENIERIA CIVIL,M,290,1,1/7/2001,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,21,18,19,19,19,18,18,0,12,0,0,3.89,3.31,3.24,3.67,3.71,3.67,4.33,4.4,4.05,4,-,-
-,INGENIERIA AMBIENTAL,M,314,2,1/16/1994,DESERTOR,1,1,1,1,0,1,1,0,0,0,0,0,6,16,18,16,16,0,,0,,,,,,3.19,3.59,3.39,3.33,-,3.6,,,,,,
-,INGENIERIA DE SISTEMAS,F,299,1,1/21/2001,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,17,19,18,18,22,18,12,6,0,0,3.89,3.73,3.39,3.4,3.36,3.99,3.65,3.73,3.85,3.8,-,-
-,INGENIERIA AMBIENTAL,F,349,1,3/10/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0.79,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,241,1,12/27/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,14,0,0,0,0,0,0,0,0,0,2.49,3.06,2.86,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,324,2,12/31/1997,AUSENTE,1,1,1,0,0,0,1,1,0,0,1,0,6,15,17,18,0,0,,21,19,,,21,,3.43,3.16,2.9,-,-,,3.39,2.79,,,,
-,INGENIERIA CIVIL,M,246,1,1/9/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.51,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,320,2,4/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,14,12,15,18,18,18,12,18,9,6,12,0,3.92,3.46,3.65,3.84,4,3.91,4.05,4.52,4.05,4,4,-
-,INGENIERIA DE SISTEMAS,M,247,,,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,15,16,17,16,17,17,18,0,18,17,18,6,3.45,3.1,3.34,3.17,3.26,3.54,3.98,-,3.98,3.82,3.82,
-,INGENIERIA INDUSTRIAL,F,406,2,3/22/1999,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,15,19,21,17,19,19,18,12,0,0,12,0,3.56,3.28,3.45,3.65,3.68,3.9,4.33,4.28,4.33,-,,-
-,INGENIERIA DE SISTEMAS,M,277,2,9/13/2000,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,16,21,0,0,0,0,0,0,0,0,0,3.68,3.74,2.46,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,321,2,2/8/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,5,18,17,16,16,17,15,0,9,12,0,3.84,3.39,3.73,3.88,3.49,3.89,3.81,4.3,4.2,4,4,-
-,INGENIERIA ELECTRONICA,F,242,1,11/13/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,3.59,2.46,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,352,1,6/12/1996,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,16,16,16,19,18,0,18,0,0,3.75,3.41,3.32,3.6,3.29,3.01,4.01,3.56,4.01,0.74,-,-
-,INGENIERIA CIVIL,M,284,2,12/13/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,18,0,0,0,0,0,0,0,0,0,3.81,3.55,3.64,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,320,1,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,16,2,14,16,13,18,0,18,15,12,3.83,3.11,2.99,3.2,3.77,3.34,3.9,3.81,3.9,3.97,3.97,
-,INGENIERIA CIVIL,F,300,3,,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,13,5,5,17,18,18,18,18,0,0,0,0,4.44,4,4.01,3.9,4.56,4.04,4.08,4.38,4.08,-,-,-
-,INGENIERIA INDUSTRIAL,F,314,,9/13/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,11,19,18,17,19,19,21,,,,0,0,3.36,2.71,3.09,3.48,3.35,3.29,4.39,3.85,3.58,4.5,-,-
-,INGENIERIA AGROINDUSTRIAL,M,411,1,1/2/1995,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,19,19,19,15,15,14,14,0,12,0,0,4.21,3.76,3.3,3.69,4.12,4.14,4.51,4.1,4.39,0,-,-
-,INGENIERIA DE SISTEMAS,M,350,3,10/8/1997,DESERTOR,1,1,1,1,1,1,0,0,0,0,0,0,6,10,9,10,10,14,14,0,0,0,0,0,0,3.37,3.5,2.72,3.36,3.09,3.25,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,248,3,,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,12,0,0,0,0,0,0,0,0,0,3.42,2.94,2.61,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,391,2,3/2/1996,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,12,15,18,15,15,19,19,0,12,0,0,4.08,3.54,3.47,3.36,3.72,3.56,3.97,3.89,3.97,0,-,-
-,INGENIERIA CIVIL,F,265,1,4/16/2000,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,5,15,16,18,0,0,0,0,0,0,0,0,4.02,3.46,3.31,3.23,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,355,1,12/22/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,18,18,12,18,6,12,0,0,3.58,3.74,3.55,3.87,3.9,3.65,3.58,3.59,3.58,0,-,-
-,INGENIERIA DE SISTEMAS,F,447,1,7/25/1995,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,16,0,0,0,0,0,0,0,0,0,0,4.33,3.61,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,258,1,5/4/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.98,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,399,3,7/5/1993,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,4.09,3.13,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,294,2,8/19/1999,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,13,17,19,19,18,12,18,12,0,0,4.19,3.71,3.74,3.75,3.83,3.49,3.85,3.86,4.24,0,-,-
-,INGENIERIA INDUSTRIAL,F,372,1,,GRADUADO,1,0,1,1,1,1,1,1,1,0,0,0,8,15,0,18,6,19,19,11,15,12,,,,4.04,-,3.82,3.74,3.65,4.28,4.43,4.52,4.43,,,
-,INGENIERIA ELECTRONICA,M,257,1,7/2/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,20,17,17,14,21,21,16,0,16,0,0,3.35,3.79,3.41,3.22,3.17,3.59,3.4,3.78,3.4,1.13,-,-
-,INGENIERIA ELECTRICA,M,252,0,4/10/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,3.4,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,266,1,8/15/2000,DESERTOR,1,1,1,1,0,1,1,1,1,1,0,0,9,13,15,18,17,0,,17,15,0,15,,,3.66,3.05,3.26,3.29,-,3.59,3.82,4.08,3.82,4.02,,
-,INGENIERIA AMBIENTAL,F,335,2,10/30/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,13,18,18,15,12,0,12,0,0,4.18,3.82,3.51,3.78,4.02,4.05,4.18,4.5,4.18,0,-,-
-,INGENIERIA DE SISTEMAS,M,261,3,9/20/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,16,16,16,15,16,0,18,0,0,3.97,3.38,3.38,3.47,3.44,3.72,4.35,4.36,4.35,3.92,-,-
-,INGENIERIA CIVIL,M,258,,11/20/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,16,18,,,,21,,,0,3.73,3.14,3.05,3.49,3.55,3.46,,3.51,,0.34,3.62,-
-,INGENIERIA CIVIL,M,252,2,5/21/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.22,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,247,1,7/3/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.81,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,288,1,5/27/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,18,0,0,0,0,0,0,0,0,0,0,3.47,1.81,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,416,2,5/17/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,12,21,16,15,15,17,18,0,12,0,0,3.78,3.63,3.2,3.31,3.49,3.84,3.89,4.28,3.94,4.5,-,-
-,INGENIERIA CIVIL,M,269,2,11/16/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,4,17,16,18,17,18,11,21,0,12,0,0,3.69,3.59,3.52,3.88,3.48,3.46,3.95,4,3.49,0,-,-
-,INGENIERIA AMBIENTAL,F,277,2,2/21/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,4,8,13,18,10,10,18,18,0,20,21,12,4.35,3.9,3.7,3.62,3.36,3.57,4.18,3.65,4.18,3.8,3.8,
-,INGENIERIA DE SISTEMAS,M,240,3,8/11/2000,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,15,16,16,15,15,19,12,0,0,13,10,7,3.19,3.21,3.02,2.76,3.05,3.33,4.18,-,3.79,3.25,3.25,
-,INGENIERIA AMBIENTAL,M,237,1,4/23/2000,ACTIVO,1,1,1,1,1,1,1,1,1,0,1,1,11,5,18,18,12,3,3,16,16,0,0,12,9,2.65,3.06,3.24,2.78,3.6,2.87,2.61,2.65,2.61,-,,
-,INGENIERIA INDUSTRIAL,F,326,1,2/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,18,17,19,19,16,20,15,6,12,0,3.66,2.94,3.51,3.47,3.37,3.52,3.96,3.88,3.96,3.85,3.85,-
-,INGENIERIA CIVIL,M,278,1,,ACTIVO,1,1,0,1,1,1,1,1,1,1,1,1,11,13,9,0,9,16,16,17,19,0,20,17,12,3.69,3.3,-,3.52,3.68,3.94,4.04,4.23,4.04,4.19,4.19,
-,INGENIERIA AMBIENTAL,F,243,1,9/19/1999,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,18,18,13,18,0,15,0,0,3.59,3.63,3.38,3.84,3.92,3.72,4.22,3.37,3.72,4.2,-,-
-,INGENIERIA CIVIL,M,464,2,12/19/1987,ACTIVO,1,1,1,1,1,1,1,1,0,1,1,1,11,13,15,10,12,16,18,11,6,0,19,18,21,3.82,3.19,3.86,3.79,3.59,3.27,2.87,1.5,-,3.79,3.79,
-,INGENIERIA DE SISTEMAS,M,373,1,11/27/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.57,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,358,3,3/29/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,18,17,9,19,12,14,21,16,12,0,3.7,3.49,3.49,3.51,3.47,3.59,4.03,3.79,4.03,3.62,3.62,-
-,INGENIERIA AMBIENTAL,F,269,2,11/10/1995,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,4,15,6,19,18,18,16,14,0,12,0,0,3.35,3.64,3.5,3.57,3.85,3.7,4.33,4.19,4.33,0,-,-
-,INGENIERIA INDUSTRIAL,F,338,2,7/12/2000,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,12,15,12,12,0,0,4.25,3.99,4.05,3.84,4.19,3.93,4.68,4.52,4.46,0,-,-
-,INGENIERIA CIVIL,M,358,2,2/1/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,5,17,18,18,19,15,0,12,0,0,4.1,3.21,3.39,3.51,3.82,3.8,3.93,4.03,4.16,0,-,-
-,INGENIERIA CIVIL,F,286,1,6/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,15,16,17,16,14,16,15,0,0,3.98,3.81,3.7,4.23,3.97,4.14,4.48,4.31,4.48,0.9,-,-
-,INGENIERIA DE SISTEMAS,M,246,3,10/19/1998,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,19,19,16,16,16,10,17,0,21,0,0,3.79,3.86,3.8,3.54,3.54,3.58,3.73,3.55,3.67,3.96,-,-
-,INGENIERIA CIVIL,M,295,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,19,20,21,19,21,0,12,0,0,3.73,4.01,3.66,3.89,3.95,3.91,3.84,4.2,3.84,4.2,-,-
-,INGENIERIA CIVIL,M,395,3,1/3/1996,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,18,0,0,0,0,0,0,0,0,0,0,3.51,3.05,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,319,2,4/3/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,18,18,11,18,18,14,9,0,18,15,0,3.56,3.09,3.08,3.46,3.63,3.32,3.86,4.3,3.86,3.72,3.72,-
-,INGENIERIA CIVIL,M,322,1,5/28/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.23,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,270,3,1/30/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,5,5,5,16,17,19,17,17,0,15,9,12,3.42,3.36,2.91,2.99,3.47,3.43,3.77,3.89,3.84,4,4,
-,INGENIERIA DE SISTEMAS,M,270,2,10/23/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,5,16,18,16,19,19,16,15,15,14,12,15,3.47,3.63,2.98,2.89,3.45,3.6,4.02,3.96,4.02,4.16,4.16,
-,INGENIERIA CIVIL,M,237,1,10/12/1999,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,12,13,10,0,0,0,0,0,0,0,0,3.48,3.33,2.93,3.07,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,312,3,12/4/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,20,16,16,8,8,12,20,0,6,19,0,3.8,3.55,3.43,3.32,3.68,3.65,4.05,3.95,4.05,3.35,3.35,-
-,INGENIERIA CIVIL,F,239,2,2/17/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,16,17,18,16,0,12,0,0,3.54,3.45,3.47,3.71,3.57,3.65,4.37,4.26,4.37,4.6,-,-
-,INGENIERIA INDUSTRIAL,F,230,1,1/15/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,19,20,20,20,15,19,12,12,0,0,3.67,3.21,2.98,3.62,3.51,3.56,4.34,4.17,3.79,0,-,-
-,INGENIERIA DE SISTEMAS,M,291,2,3/10/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,304,1,7/26/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,18,18,12,19,19,16,16,0,15,0,0,3.49,2.98,3.18,3.53,3.59,3.72,3.96,3.79,4.21,1,-,-
-,INGENIERIA ELECTRICA,M,219,2,5/24/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,14,0,18,15,16,16,17,13,17,18,15,3,3.36,2.17,2.54,3.62,3.32,3.01,3.39,3.82,3.39,3.23,3.23,
-,INGENIERIA ELECTRONICA,M,,1,9/13/1993,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,14,10,18,0,0,0,0,0,0,0,0,0,4.38,3.62,,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,321,1,7/15/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,19,19,17,20,6,13,0,14,10,0,3.84,3.55,3.44,3.56,3.39,3.3,3.5,1.98,,0.04,0.04,-
-,INGENIERIA CIVIL,M,355,1,1/25/1996,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,13,15,0,7,14,0,0,0,0,0,0,0,3.59,3.4,,2.94,,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,332,3,9/10/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,4,15,13,17,18,18,12,18,0,12,0,0,4.11,3.67,3.75,3.91,4.2,4.09,4.15,4.34,4.15,0,-,-
-,INGENIERIA AMBIENTAL,M,254,4,5/22/1997,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,16,18,0,18,0,0,0,0,0,0,0,0,3.34,3.03,2.82,1.89,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,240,2,10/16/2000,DESERTOR,1,1,0,1,1,0,0,0,0,0,0,0,4,13,18,0,12,5,0,0,0,0,0,0,0,3.7,2.4,-,3.33,3.08,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,367,2,11/18/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.49,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,437,1,,GRADUADO,1,1,1,0,1,1,1,1,1,1,0,0,9,10,12,15,0,21,21,9,16,6,12,,,3.73,3.36,3.21,-,3.31,3.3,3.33,3.43,3.33,4.2,,
-,INGENIERIA ELECTRICA,M,269,1,,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,5,18,18,9,0,0,0,0,0,0,0,0,3.41,3.47,0.49,2.1,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,371,2,11/14/1996,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,13,19,14,12,15,10,12,0,12,0,0,4.27,4.31,3.61,3.99,3.53,3.65,4.08,4.08,4.08,4.28,4.28,-
-,INGENIERIA CIVIL,M,318,2,12/15/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,6,20,17,18,3,21,0,12,0,0,3.89,3.18,3.71,3.66,3.41,3.99,4.2,3.97,4.2,0,-,-
-,INGENIERIA AMBIENTAL,F,234,3,10/8/1999,ACTIVO,1,1,1,1,1,1,1,1,1,0,1,1,11,16,16,16,16,13,13,9,9,0,0,19,19,3.51,3.23,3.07,2.85,3.04,3.4,3.4,2.23,3.4,-,,
-,INGENIERIA CIVIL,M,348,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,16,18,13,18,18,15,18,9,12,0,4.14,4.07,3.62,3.61,3.88,4,4.22,4.03,3.97,4.27,4.27,-
-,INGENIERIA CIVIL,M,313,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,18,16,16,17,16,0,12,0,0,4.38,3.69,3.32,3.72,3.86,4.07,4,4.41,4,4.4,-,-
-,INGENIERIA AMBIENTAL,F,245,1,5/26/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.4,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,349,1,8/2/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2.86,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,,,1/0/1900,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.87,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,319,3,9/27/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,5,18,17,17,19,9,9,0,12,0,0,3.62,3.81,4.02,3.84,3.68,3.95,4.63,4.47,4.63,0,-,-
-,INGENIERIA INDUSTRIAL,M,356,1,9/15/1994,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.79,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,272,3,7/17/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,21,17,17,16,16,17,19,18,12,0,0,3.21,3.56,3.59,3.61,3.95,3.51,3.82,3.43,3.82,3.9,-,-
-,INGENIERIA CIVIL,F,266,1,8/4/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,15,16,18,17,17,11,0,11,5,10,18,3.5,2.65,3.23,3.44,3.32,3.56,3.57,-,3.57,3.59,3.59,
-,INGENIERIA CIVIL,M,266,2,7/21/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.47,3.07,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,358,1,12/3/1989,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,16,19,21,18,13,15,21,20,0,6,12,0,3.42,3.92,2.85,3.28,3.11,2.98,3.86,3.82,3.85,3.25,3.25,-
-,INGENIERIA CIVIL,M,233,3,,ACTIVO,1,1,1,0,1,1,0,0,0,0,0,1,6,13,15,10,0,10,10,,,,,,9,3.45,3.45,3.17,-,3.58,3.95,,,,,,
-,INGENIERIA CIVIL,M,320,2,12/2/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,13,16,16,16,19,18,0,12,0,0,3.84,3.19,3.24,3.61,3.58,3.81,3.65,4.13,4.05,0,-,-
-,INGENIERIA INDUSTRIAL,F,395,3,9/9/1998,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,18,18,18,18,19,18,0,12,0,0,3.5,3.56,3.44,3.76,4.17,3.82,4.33,4.37,4.49,0,-,-
-,INGENIERIA CIVIL,M,252,1,2/28/2000,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,18,16,19,21,21,18,0,0,15,4,16,3.15,3.07,2.83,3.43,3.4,3.42,2.74,-,2.74,2.7,2.7,
-,INGENIERIA AMBIENTAL,M,286,3,8/31/1998,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,16,16,21,0,0,0,0,0,0,0,0,0,3.48,3.3,2.53,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,261,1,4/17/2000,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,13,18,16,16,16,0,0,0,0,0,0,0,3.58,3.4,2.52,3.1,3.26,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,267,1,1/31/2000,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,13,18,15,4,15,0,0,0,0,0,0,0,3.46,2.92,1.87,3.3,3,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,250,3,11/22/1998,DESERTOR,1,1,1,1,1,1,1,0,0,0,0,0,7,13,15,16,16,21,21,0,0,0,0,0,0,3.44,3.39,3.18,3.2,3.58,2.44,,-,-,-,-,-
-,INGENIERIA CIVIL,M,,1,,DESERTOR,1,1,0,1,1,1,1,0,0,0,0,0,6,13,15,0,15,17,17,7,,,,,,2.39,2.54,-,2.26,3.06,3.27,1.54,,,,,
-,INGENIERIA CIVIL,M,272,1,5/4/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,20,20,19,20,12,19,0,12,0,0,3.45,3.61,3.6,3.6,3.63,3.61,4.25,3.83,4.25,4.2,-,-
-,INGENIERIA CIVIL,F,264,3,4/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,19,13,13,18,19,0,12,12,0,3.68,3.21,3.69,3.25,3.62,3.44,3.75,3.61,3.75,3.38,3.38,-
-,INGENIERIA INDUSTRIAL,M,317,1,9/21/1999,ACTIVO,1,1,1,0,1,1,0,0,0,0,0,1,6,15,17,16,0,15,15,,,,,,15,3.57,3.45,3.44,-,3.6,3.54,,,,,,
-,INGENIERIA AMBIENTAL,M,417,2,10/3/1999,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,15,18,20,15,0,15,0,0,3.73,3.47,3.23,3.44,3.4,3.81,4.27,4.18,4.27,0.98,-,-
